year,country,coarse_regime,regime_label
1940,Tonga,1,peg
1940,Trinidad Tobago,1,peg
1940,Tunisia,6,dual_market
1940,Turkey,6,dual_market
1940,Turkmenistan,1,peg
1940,UAE,1,peg
1940,Uganda,1,peg
1940,Ukraine,1,peg
1940,United Kingdom,3,managed_float
1940,United States,1,peg
1940,Uruguay,1,peg
1940,Uzbekistan,1,peg
1940,Vanuatu,1,peg
1940,Venezuela,1,peg
1940,Vietnam,1,peg
1940,West Bank and Gaza,1,peg
1940,Yemen Rep. of,6,dual_market
1940,Zambia,1,peg
1940,Zimbabwe,1,peg
1941,Afghanistan,1,peg
1941,Albania,6,dual_market
1941,Algeria,1,peg
1941,Angola,1,peg
1941,Anguilla,1,peg
1941,Antigua and Barbuda,1,peg
1941,Argentina,3,managed_float
1941,Armenia,1,peg
1941,Aruba,1,peg
1941,Australia,1,peg
1941,Austria,1,peg
1941,Azerbaijan Rep. of,1,peg
1941,Bahrain Kingdom of,1,peg
1941,Bangladesh,1,peg
1941,Barbados,1,peg
1941,Belarus,1,peg
1941,Belgium,1,peg
1941,Belize,1,peg
1941,Benin,1,peg
1941,Bermuda,1,peg
1941,Bhutan,1,peg
1941,Bolivia,1,peg
1941,Bosnia & Herzegovina,6,dual_market
1941,Botswana,1,peg
1941,Brazil,6,dual_market
1941,Brunei Darussalam,1,peg
1941,Bulgaria,6,dual_market
1941,Burkina Faso,1,peg
1941,Burundi,1,peg
1941,Cabo Verde,1,peg
1941,Cambodia,1,peg
1941,Cameroon,1,peg
1941,Canada,6,dual_market
1941,Central African Rep.,1,peg
1941,Chad,1,peg
1941,Chile,3,managed_float
1941,"China, PR",5,freely_falling
1941,Colombia,3,managed_float
1941,Comoros,1,peg
1941,Congo Dem. Rep. of,1,peg
1941,Congo Rep. of,1,peg
1941,Costa Rica,1,peg
1941,"Cote D""Ivoire",1,peg
1941,Croatia,6,dual_market
1941,Curacao,1,peg
1941,Cyprus,1,peg
1941,Czech Rep.,6,dual_market
1941,Denmark,1,peg
1941,Djibouti,1,peg
1941,Dominica,1,peg
1941,Dominican Republic,1,peg
1941,Ecuador,6,dual_market
1941,Egypt,1,peg
1941,El Salvador,1,peg
1941,Equatorial Guinea,1,peg
1941,Eritrea,1,peg
1941,Estonia,1,peg
1941,Ethiopia,1,peg
1941,Fiji,1,peg
1941,Finland,1,peg
1941,France,1,peg
1941,Gabon,1,peg
1941,Georgia,1,peg
1941,Germany,6,dual_market
1941,Ghana,1,peg
1941,Greece,5,freely_falling
1941,Grenada,1,peg
1941,Guatemala,1,peg
1941,Guinea,1,peg
1941,Guinea Bissau,1,peg
1941,Guyana,1,peg
1941,Haiti,1,peg
1941,Honduras,6,dual_market
1941,Hong Kong,1,peg
1941,Hungary,6,dual_market
1941,Iceland,1,peg
1941,India,1,peg
1941,Indonesia,1,peg
1941,Iran,1,peg
1941,Iraq,1,peg
1941,Ireland,1,peg
1941,Israel,6,dual_market
1941,Italy,6,dual_market
1941,Jamaica,1,peg
1941,Japan,1,peg
1941,Jordan,1,peg
1941,Kazakhstan,1,peg
1941,Kenya,1,peg
1941,Kiribati,1,peg
1941,Korea,1,peg
1941,Kuwait,1,peg
1941,Kyrgyz Rep.,1,peg
1941,Lao Dem. Rep.,1,peg
1941,Latvia,1,peg
1941,Lebanon,1,peg
1941,Lesotho,1,peg
1941,Liberia,1,peg
1941,Libya,1,peg
1941,Liechtesntein,1,peg
1941,Lithuania,1,peg
1941,Luxembourg,1,peg
1941,Macao,1,peg
1941,Macedonia FYR,1,peg
1941,Madagascar,1,peg
1941,Malawi,1,peg
1941,Malaysia,1,peg
1941,Maldives,1,peg
1941,Mali,1,peg
1941,Malta,1,peg
1941,Marshall Islands,1,peg
1941,Mauritania,1,peg
1941,Mauritius,1,peg
1941,Mexico,1,peg
1941,Micronesia,1,peg
1941,Moldova,1,peg
1941,Monaco,1,peg
1941,Mongolia,1,peg
1941,Montenegro,1,peg
1941,Morocco,1,peg
1941,Mozambique,1,peg
1941,Myanmar,1,peg
1941,Namibia,1,peg
1941,Nepal,1,peg
1941,Netherlands,1,peg
1941,Netherlands Antilles,1,peg
1941,New Zealand,1,peg
1941,Nicaragua,1,peg
1941,Niger,1,peg
1941,Nigeria,1,peg
1941,Norway,1,peg
1941,Oman,1,peg
1941,PNG,1,peg
1941,Pakistan,1,peg
1941,Palau,1,peg
1941,Panama,1,peg
1941,Paraguay,1,peg
1941,Peru,1,peg
1941,Philippines,1,peg
1941,Poland,6,dual_market
1941,Portugal,1,peg
1941,Qatar,1,peg
1941,Romania,6,dual_market
1941,Russia,6,dual_market
1941,Rwanda,1,peg
1941,Samoa,1,peg
1941,San Marino,1,peg
1941,Sao Tome & Principe,1,peg
1941,Saudi Arabia,1,peg
1941,Senegal,1,peg
1941,"Serbia, Rep. of",6,dual_market
1941,Seychelles,1,peg
1941,Sierra Leone,1,peg
1941,Singapore,1,peg
1941,Slovak Republic,1,peg
1941,Slovenia,1,peg
1941,Solomon Islands,1,peg
1941,Somalia,1,peg
1941,South Africa,1,peg
1941,Spain,1,peg
1941,Sri Lanka,1,peg
1941,St Vincent & Grenadines,1,peg
1941,St. Kitts and Nevis,1,peg
1941,St. Lucia,1,peg
1941,Sudan,1,peg
1941,Suriname,1,peg
1941,Swaziland,1,peg
1941,Sweden,6,dual_market
1941,Switzerland,1,peg
1941,Syrian Arab Rep.,1,peg
1941,Tajikistan,1,peg
1941,Tanzania,1,peg
1941,Thailand,6,dual_market
1941,The Bahamas,1,peg
1941,The Gambia,1,peg
1941,Togo,1,peg
1941,Tonga,1,peg
1941,Trinidad Tobago,1,peg
1941,Tunisia,6,dual_market
1941,Turkey,5,freely_falling
1941,Turkmenistan,1,peg
1941,UAE,1,peg
1941,Uganda,1,peg
1941,Ukraine,1,peg
1941,United Kingdom,3,managed_float
1941,United States,1,peg
1941,Uruguay,1,peg
1941,Uzbekistan,1,peg
1941,Vanuatu,1,peg
1941,Venezuela,1,peg
1941,Vietnam,1,peg
1941,West Bank and Gaza,1,peg
1941,Yemen Rep. of,6,dual_market
1941,Zambia,1,peg
1941,Zimbabwe,1,peg
1942,Afghanistan,1,peg
1942,Albania,6,dual_market
1942,Algeria,1,peg
1942,Angola,1,peg
1942,Anguilla,1,peg
1942,Antigua and Barbuda,1,peg
1942,Argentina,3,managed_float
1942,Armenia,1,peg
1942,Aruba,1,peg
1942,Australia,1,peg
1942,Austria,1,peg
1942,Azerbaijan Rep. of,1,peg
1942,Bahrain Kingdom of,1,peg
1942,Bangladesh,1,peg
1942,Barbados,1,peg
1942,Belarus,1,peg
1942,Belgium,1,peg
1942,Belize,1,peg
1942,Benin,1,peg
1942,Bermuda,1,peg
1942,Bhutan,1,peg
1942,Bolivia,1,peg
1942,Bosnia & Herzegovina,6,dual_market
1942,Botswana,1,peg
1942,Brazil,6,dual_market
1942,Brunei Darussalam,1,peg
1942,Bulgaria,6,dual_market
1942,Burkina Faso,1,peg
1942,Burundi,1,peg
1942,Cabo Verde,1,peg
1942,Cambodia,1,peg
1942,Cameroon,1,peg
1942,Canada,6,dual_market
1942,Central African Rep.,1,peg
1942,Chad,1,peg
1942,Chile,3,managed_float
1942,"China, PR",5,freely_falling
1942,Colombia,3,managed_float
1942,Comoros,1,peg
1942,Congo Dem. Rep. of,1,peg
1942,Congo Rep. of,1,peg
1942,Costa Rica,1,peg
1942,"Cote D""Ivoire",1,peg
1942,Croatia,6,dual_market
1942,Curacao,1,peg
1942,Cyprus,1,peg
1942,Czech Rep.,6,dual_market
1942,Denmark,1,peg
1942,Djibouti,1,peg
1942,Dominica,1,peg
1942,Dominican Republic,1,peg
1942,Ecuador,1,peg
1942,Egypt,1,peg
1942,El Salvador,1,peg
1942,Equatorial Guinea,1,peg
1942,Eritrea,1,peg
1942,Estonia,1,peg
1942,Ethiopia,1,peg
1942,Fiji,1,peg
1942,Finland,1,peg
1942,France,1,peg
1942,Gabon,1,peg
1942,Georgia,1,peg
1942,Germany,6,dual_market
1942,Ghana,1,peg
1942,Greece,5,freely_falling
1942,Grenada,1,peg
1942,Guatemala,1,peg
1942,Guinea,1,peg
1942,Guinea Bissau,1,peg
1942,Guyana,1,peg
1942,Haiti,1,peg
1942,Honduras,6,dual_market
1942,Hong Kong,1,peg
1942,Hungary,6,dual_market
1942,Iceland,1,peg
1942,India,1,peg
1942,Indonesia,1,peg
1942,Iran,1,peg
1942,Iraq,1,peg
1942,Ireland,1,peg
1942,Israel,6,dual_market
1942,Italy,6,dual_market
1942,Jamaica,1,peg
1942,Japan,1,peg
1942,Jordan,1,peg
1942,Kazakhstan,1,peg
1942,Kenya,1,peg
1942,Kiribati,1,peg
1942,Korea,1,peg
1942,Kuwait,1,peg
1942,Kyrgyz Rep.,1,peg
1942,Lao Dem. Rep.,1,peg
1942,Latvia,1,peg
1942,Lebanon,1,peg
1942,Lesotho,1,peg
1942,Liberia,1,peg
1942,Libya,1,peg
1942,Liechtesntein,1,peg
1942,Lithuania,1,peg
1942,Luxembourg,1,peg
1942,Macao,1,peg
1942,Macedonia FYR,1,peg
1942,Madagascar,1,peg
1942,Malawi,1,peg
1942,Malaysia,1,peg
1942,Maldives,1,peg
1942,Mali,1,peg
1942,Malta,1,peg
1942,Marshall Islands,1,peg
1942,Mauritania,1,peg
1942,Mauritius,1,peg
1942,Mexico,1,peg
1942,Micronesia,1,peg
1942,Moldova,1,peg
1942,Monaco,1,peg
1942,Mongolia,1,peg
1942,Montenegro,1,peg
1942,Morocco,1,peg
1942,Mozambique,1,peg
1942,Myanmar,1,peg
1942,Namibia,1,peg
1942,Nepal,1,peg
1942,Netherlands,1,peg
1942,Netherlands Antilles,1,peg
1942,New Zealand,1,peg
1942,Nicaragua,1,peg
1942,Niger,1,peg
1942,Nigeria,1,peg
1942,Norway,1,peg
1942,Oman,1,peg
1942,PNG,1,peg
1942,Pakistan,1,peg
1942,Palau,1,peg
1942,Panama,1,peg
1942,Paraguay,1,peg
1942,Peru,1,peg
1942,Philippines,1,peg
1942,Poland,6,dual_market
1942,Portugal,1,peg
1942,Qatar,1,peg
1942,Romania,6,dual_market
1942,Russia,6,dual_market
1942,Rwanda,1,peg
1942,Samoa,1,peg
1942,San Marino,1,peg
1942,Sao Tome & Principe,1,peg
1942,Saudi Arabia,1,peg
1942,Senegal,1,peg
1942,"Serbia, Rep. of",6,dual_market
1942,Seychelles,1,peg
1942,Sierra Leone,1,peg
1942,Singapore,1,peg
1942,Slovak Republic,1,peg
1942,Slovenia,1,peg
1942,Solomon Islands,1,peg
1942,Somalia,1,peg
1942,South Africa,1,peg
1942,Spain,1,peg
1942,Sri Lanka,1,peg
1942,St Vincent & Grenadines,1,peg
1942,St. Kitts and Nevis,1,peg
1942,St. Lucia,1,peg
1942,Sudan,1,peg
1942,Suriname,1,peg
1942,Swaziland,1,peg
1942,Sweden,6,dual_market
1942,Switzerland,3,managed_float
1942,Syrian Arab Rep.,1,peg
1942,Tajikistan,1,peg
1942,Tanzania,1,peg
1942,Thailand,1,peg
1942,The Bahamas,1,peg
1942,The Gambia,1,peg
1942,Togo,1,peg
1942,Tonga,1,peg
1942,Trinidad Tobago,1,peg
1942,Tunisia,6,dual_market
1942,Turkey,5,freely_falling
1942,Turkmenistan,1,peg
1942,UAE,1,peg
1942,Uganda,1,peg
1942,Ukraine,1,peg
1942,United Kingdom,3,managed_float
1942,United States,1,peg
1942,Uruguay,1,peg
1942,Uzbekistan,1,peg
1942,Vanuatu,1,peg
1942,Venezuela,1,peg
1942,Vietnam,1,peg
1942,West Bank and Gaza,1,peg
1942,Yemen Rep. of,6,dual_market
1942,Zambia,1,peg
1942,Zimbabwe,1,peg
1943,Afghanistan,1,peg
1943,Albania,6,dual_market
1943,Algeria,1,peg
1943,Angola,1,peg
1943,Anguilla,1,peg
1943,Antigua and Barbuda,1,peg
1943,Argentina,3,managed_float
1943,Armenia,1,peg
1943,Aruba,1,peg
1943,Australia,1,peg
1943,Austria,1,peg
1943,Azerbaijan Rep. of,1,peg
1943,Bahrain Kingdom of,1,peg
1943,Bangladesh,1,peg
1943,Barbados,1,peg
1943,Belarus,1,peg
1943,Belgium,1,peg
1943,Belize,1,peg
1943,Benin,1,peg
1943,Bermuda,1,peg
1943,Bhutan,1,peg
1943,Bolivia,1,peg
1943,Bosnia & Herzegovina,6,dual_market
1943,Botswana,1,peg
1943,Brazil,6,dual_market
1943,Brunei Darussalam,1,peg
1943,Bulgaria,6,dual_market
1943,Burkina Faso,1,peg
1943,Burundi,1,peg
1943,Cabo Verde,1,peg
1943,Cambodia,1,peg
1943,Cameroon,1,peg
1943,Canada,6,dual_market
1943,Central African Rep.,1,peg
1943,Chad,1,peg
1943,Chile,3,managed_float
1943,"China, PR",5,freely_falling
1943,Colombia,3,managed_float
1943,Comoros,1,peg
1943,Congo Dem. Rep. of,1,peg
1943,Congo Rep. of,1,peg
1943,Costa Rica,1,peg
1943,"Cote D""Ivoire",1,peg
1943,Croatia,6,dual_market
1943,Curacao,1,peg
1943,Cyprus,1,peg
1943,Czech Rep.,6,dual_market
1943,Denmark,1,peg
1943,Djibouti,1,peg
1943,Dominica,1,peg
1943,Dominican Republic,1,peg
1943,Ecuador,1,peg
1943,Egypt,1,peg
1943,El Salvador,1,peg
1943,Equatorial Guinea,1,peg
1943,Eritrea,1,peg
1943,Estonia,1,peg
1943,Ethiopia,1,peg
1943,Fiji,1,peg
1943,Finland,1,peg
1943,France,1,peg
1943,Gabon,1,peg
1943,Georgia,1,peg
1943,Germany,6,dual_market
1943,Ghana,1,peg
1943,Greece,5,freely_falling
1943,Grenada,1,peg
1943,Guatemala,1,peg
1943,Guinea,1,peg
1943,Guinea Bissau,1,peg
1943,Guyana,1,peg
1943,Haiti,1,peg
1943,Honduras,6,dual_market
1943,Hong Kong,1,peg
1943,Hungary,6,dual_market
1943,Iceland,1,peg
1943,India,1,peg
1943,Indonesia,1,peg
1943,Iran,1,peg
1943,Iraq,1,peg
1943,Ireland,1,peg
1943,Israel,6,dual_market
1943,Italy,5,freely_falling
1943,Jamaica,1,peg
1943,Japan,1,peg
1943,Jordan,1,peg
1943,Kazakhstan,1,peg
1943,Kenya,1,peg
1943,Kiribati,1,peg
1943,Korea,1,peg
1943,Kuwait,1,peg
1943,Kyrgyz Rep.,1,peg
1943,Lao Dem. Rep.,1,peg
1943,Latvia,1,peg
1943,Lebanon,1,peg
1943,Lesotho,1,peg
1943,Liberia,1,peg
1943,Libya,1,peg
1943,Liechtesntein,1,peg
1943,Lithuania,1,peg
1943,Luxembourg,1,peg
1943,Macao,1,peg
1943,Macedonia FYR,1,peg
1943,Madagascar,1,peg
1943,Malawi,1,peg
1943,Malaysia,1,peg
1943,Maldives,1,peg
1943,Mali,1,peg
1943,Malta,1,peg
1943,Marshall Islands,1,peg
1943,Mauritania,1,peg
1943,Mauritius,1,peg
1943,Mexico,1,peg
1943,Micronesia,1,peg
1943,Moldova,1,peg
1943,Monaco,1,peg
1943,Mongolia,1,peg
1943,Montenegro,1,peg
1943,Morocco,1,peg
1943,Mozambique,1,peg
1943,Myanmar,1,peg
1943,Namibia,1,peg
1943,Nepal,1,peg
1943,Netherlands,1,peg
1943,Netherlands Antilles,1,peg
1943,New Zealand,1,peg
1943,Nicaragua,1,peg
1943,Niger,1,peg
1943,Nigeria,1,peg
1943,Norway,1,peg
1943,Oman,1,peg
1943,PNG,1,peg
1943,Pakistan,1,peg
1943,Palau,1,peg
1943,Panama,1,peg
1943,Paraguay,1,peg
1943,Peru,1,peg
1943,Philippines,1,peg
1943,Poland,6,dual_market
1943,Portugal,1,peg
1943,Qatar,1,peg
1943,Romania,6,dual_market
1943,Russia,6,dual_market
1943,Rwanda,1,peg
1943,Samoa,1,peg
1943,San Marino,1,peg
1943,Sao Tome & Principe,1,peg
1943,Saudi Arabia,1,peg
1943,Senegal,1,peg
1943,"Serbia, Rep. of",6,dual_market
1943,Seychelles,1,peg
1943,Sierra Leone,1,peg
1943,Singapore,1,peg
1943,Slovak Republic,1,peg
1943,Slovenia,1,peg
1943,Solomon Islands,1,peg
1943,Somalia,1,peg
1943,South Africa,1,peg
1943,Spain,1,peg
1943,Sri Lanka,1,peg
1943,St Vincent & Grenadines,1,peg
1943,St. Kitts and Nevis,1,peg
1943,St. Lucia,1,peg
1943,Sudan,1,peg
1943,Suriname,1,peg
1943,Swaziland,1,peg
1943,Sweden,6,dual_market
1943,Switzerland,3,managed_float
1943,Syrian Arab Rep.,1,peg
1943,Tajikistan,1,peg
1943,Tanzania,1,peg
1943,Thailand,1,peg
1943,The Bahamas,1,peg
1943,The Gambia,1,peg
1943,Togo,1,peg
1943,Tonga,1,peg
1943,Trinidad Tobago,1,peg
1943,Tunisia,1,peg
1943,Turkey,5,freely_falling
1943,Turkmenistan,1,peg
1943,UAE,1,peg
1943,Uganda,1,peg
1943,Ukraine,1,peg
1943,United Kingdom,3,managed_float
1943,United States,1,peg
1943,Uruguay,1,peg
1943,Uzbekistan,1,peg
1943,Vanuatu,1,peg
1943,Venezuela,1,peg
1943,Vietnam,1,peg
1943,West Bank and Gaza,1,peg
1943,Yemen Rep. of,6,dual_market
1943,Zambia,1,peg
1943,Zimbabwe,1,peg
1944,Afghanistan,1,peg
1944,Albania,6,dual_market
1944,Algeria,1,peg
1944,Angola,1,peg
1944,Anguilla,1,peg
1944,Antigua and Barbuda,1,peg
1944,Argentina,3,managed_float
1944,Armenia,1,peg
1944,Aruba,1,peg
1944,Australia,1,peg
1944,Austria,1,peg
1944,Azerbaijan Rep. of,1,peg
1944,Bahrain Kingdom of,1,peg
1944,Bangladesh,1,peg
1944,Barbados,1,peg
1944,Belarus,1,peg
1944,Belgium,1,peg
1944,Belize,1,peg
1944,Benin,1,peg
1944,Bermuda,1,peg
1944,Bhutan,1,peg
1944,Bolivia,1,peg
1944,Bosnia & Herzegovina,6,dual_market
1944,Botswana,1,peg
1944,Brazil,6,dual_market
1944,Brunei Darussalam,1,peg
1944,Bulgaria,6,dual_market
1944,Burkina Faso,1,peg
1944,Burundi,1,peg
1944,Cabo Verde,1,peg
1944,Cambodia,1,peg
1944,Cameroon,1,peg
1944,Canada,6,dual_market
1944,Central African Rep.,1,peg
1944,Chad,1,peg
1944,Chile,3,managed_float
1944,"China, PR",5,freely_falling
1944,Colombia,1,peg
1944,Comoros,1,peg
1944,Congo Dem. Rep. of,1,peg
1944,Congo Rep. of,1,peg
1944,Costa Rica,1,peg
1944,"Cote D""Ivoire",1,peg
1944,Croatia,6,dual_market
1944,Curacao,1,peg
1944,Cyprus,1,peg
1944,Czech Rep.,6,dual_market
1944,Denmark,1,peg
1944,Djibouti,1,peg
1944,Dominica,1,peg
1944,Dominican Republic,1,peg
1944,Ecuador,1,peg
1944,Egypt,1,peg
1944,El Salvador,1,peg
1944,Equatorial Guinea,1,peg
1944,Eritrea,1,peg
1944,Estonia,1,peg
1944,Ethiopia,1,peg
1944,Fiji,1,peg
1944,Finland,1,peg
1944,France,1,peg
1944,Gabon,1,peg
1944,Georgia,1,peg
1944,Germany,6,dual_market
1944,Ghana,1,peg
1944,Greece,5,freely_falling
1944,Grenada,1,peg
1944,Guatemala,1,peg
1944,Guinea,1,peg
1944,Guinea Bissau,1,peg
1944,Guyana,1,peg
1944,Haiti,1,peg
1944,Honduras,6,dual_market
1944,Hong Kong,1,peg
1944,Hungary,6,dual_market
1944,Iceland,1,peg
1944,India,1,peg
1944,Indonesia,1,peg
1944,Iran,1,peg
1944,Iraq,1,peg
1944,Ireland,1,peg
1944,Israel,6,dual_market
1944,Italy,5,freely_falling
1944,Jamaica,1,peg
1944,Japan,1,peg
1944,Jordan,1,peg
1944,Kazakhstan,1,peg
1944,Kenya,1,peg
1944,Kiribati,1,peg
1944,Korea,1,peg
1944,Kuwait,1,peg
1944,Kyrgyz Rep.,1,peg
1944,Lao Dem. Rep.,1,peg
1944,Latvia,1,peg
1944,Lebanon,1,peg
1944,Lesotho,1,peg
1944,Liberia,1,peg
1944,Libya,1,peg
1944,Liechtesntein,1,peg
1944,Lithuania,1,peg
1944,Luxembourg,1,peg
1944,Macao,1,peg
1944,Macedonia FYR,1,peg
1944,Madagascar,1,peg
1944,Malawi,1,peg
1944,Malaysia,1,peg
1944,Maldives,1,peg
1944,Mali,1,peg
1944,Malta,1,peg
1944,Marshall Islands,1,peg
1944,Mauritania,1,peg
1944,Mauritius,1,peg
1944,Mexico,1,peg
1944,Micronesia,1,peg
1944,Moldova,1,peg
1944,Monaco,1,peg
1944,Mongolia,1,peg
1944,Montenegro,1,peg
1944,Morocco,1,peg
1944,Mozambique,1,peg
1944,Myanmar,1,peg
1944,Namibia,1,peg
1944,Nepal,1,peg
1944,Netherlands,1,peg
1944,Netherlands Antilles,1,peg
1944,New Zealand,1,peg
1944,Nicaragua,1,peg
1944,Niger,1,peg
1944,Nigeria,1,peg
1944,Norway,1,peg
1944,Oman,1,peg
1944,PNG,1,peg
1944,Pakistan,1,peg
1944,Palau,1,peg
1944,Panama,1,peg
1944,Paraguay,1,peg
1944,Peru,1,peg
1944,Philippines,1,peg
1944,Poland,6,dual_market
1944,Portugal,1,peg
1944,Qatar,1,peg
1944,Romania,6,dual_market
1944,Russia,6,dual_market
1944,Rwanda,1,peg
1944,Samoa,1,peg
1944,San Marino,1,peg
1944,Sao Tome & Principe,1,peg
1944,Saudi Arabia,1,peg
1944,Senegal,1,peg
1944,"Serbia, Rep. of",6,dual_market
1944,Seychelles,1,peg
1944,Sierra Leone,1,peg
1944,Singapore,1,peg
1944,Slovak Republic,1,peg
1944,Slovenia,1,peg
1944,Solomon Islands,1,peg
1944,Somalia,1,peg
1944,South Africa,1,peg
1944,Spain,1,peg
1944,Sri Lanka,1,peg
1944,St Vincent & Grenadines,1,peg
1944,St. Kitts and Nevis,1,peg
1944,St. Lucia,1,peg
1944,Sudan,1,peg
1944,Suriname,1,peg
1944,Swaziland,1,peg
1944,Sweden,6,dual_market
1944,Switzerland,3,managed_float
1944,Syrian Arab Rep.,1,peg
1944,Tajikistan,1,peg
1944,Tanzania,1,peg
1944,Thailand,1,peg
1944,The Bahamas,1,peg
1944,The Gambia,1,peg
1944,Togo,1,peg
1944,Tonga,1,peg
1944,Trinidad Tobago,1,peg
1944,Tunisia,1,peg
1944,Turkey,6,dual_market
1944,Turkmenistan,1,peg
1944,UAE,1,peg
1944,Uganda,1,peg
1944,Ukraine,1,peg
1944,United Kingdom,3,managed_float
1944,United States,1,peg
1944,Uruguay,1,peg
1944,Uzbekistan,1,peg
1944,Vanuatu,1,peg
1944,Venezuela,1,peg
1944,Vietnam,1,peg
1944,West Bank and Gaza,1,peg
1944,Yemen Rep. of,6,dual_market
1944,Zambia,1,peg
1944,Zimbabwe,1,peg
