country,indicator,year,value
AI,GGXWDG_GDP,2012,30.94138410248
AI,GGXWDG_GDP,2013,30.4221492262941
AI,GGXWDG_GDP,2014,24.1126303407107
AI,GGXWDG_GDP,2015,22.1470333477966
AL,GGXWDG_GDP,1994,85.1684
AL,GGXWDG_GDP,1995,75.0368
AL,GGXWDG_GDP,1996,76.6702
AL,GGXWDG_GDP,1997,81.8698
AL,GGXWDG_GDP,1998,71.8564
AL,GGXWDG_GDP,1999,63.8787
AL,GGXWDG_GDP,2000,64.5955146870606
AL,GGXWDG_GDP,2001,60.6127819495433
AL,GGXWDG_GDP,2002,64.0969155847757
AL,GGXWDG_GDP,2003,60.2445615257151
AL,GGXWDG_GDP,2004,57.4742708579674
AL,GGXWDG_GDP,2005,58.2033589749684
AL,GGXWDG_GDP,2006,56.6881062360714
AL,GGXWDG_GDP,2007,53.5503032317783
AL,GGXWDG_GDP,2008,55.139805550616
AL,GGXWDG_GDP,2009,59.6664597006975
AL,GGXWDG_GDP,2010,57.7195522335943
AL,GGXWDG_GDP,2011,59.4126254340503
AL,GGXWDG_GDP,2012,62.1444670684734
AL,GGXWDG_GDP,2013,70.3910631410021
AL,GGXWDG_GDP,2014,72.03800991918
AL,GGXWDG_GDP,2015,73.3213260586392
AM,GGXWDG_GDP,1993,58.6723
AM,GGXWDG_GDP,1994,34.2536
AM,GGXWDG_GDP,1995,25.2835
AM,GGXWDG_GDP,1996,30.332
AM,GGXWDG_GDP,1997,32.756
AM,GGXWDG_GDP,1998,33.5592
AM,GGXWDG_GDP,1999,38.4095
AM,GGXWDG_GDP,2000,37.9542
AM,GGXWDG_GDP,2001,36.2702
AM,GGXWDG_GDP,2002,36.6753
AM,GGXWDG_GDP,2003,33.1351
AM,GGXWDG_GDP,2004,28.9247
AM,GGXWDG_GDP,2005,20.8491
AM,GGXWDG_GDP,2006,18.0946
AM,GGXWDG_GDP,2007,14.2494993548176
AM,GGXWDG_GDP,2008,14.6309642779242
AM,GGXWDG_GDP,2009,34.1357880994289
AM,GGXWDG_GDP,2010,33.7411560020151
AM,GGXWDG_GDP,2011,35.6911279079664
AM,GGXWDG_GDP,2012,36.4768505038057
AM,GGXWDG_GDP,2013,37.9586563652166
AM,GGXWDG_GDP,2014,41.4472319048233
AM,GGXWDG_GDP,2015,46.8930484844894
AO,GGXWDG_GDP,1995,222.085
AO,GGXWDG_GDP,1996,147.943
AO,GGXWDG_GDP,1997,118.143
AO,GGXWDG_GDP,1998,154.949
AO,GGXWDG_GDP,1999,165.252
AO,GGXWDG_GDP,2000,89.903
AO,GGXWDG_GDP,2001,80.1735
AO,GGXWDG_GDP,2002,72.972
AO,GGXWDG_GDP,2003,59.7706
AO,GGXWDG_GDP,2004,51.9537355917515
AO,GGXWDG_GDP,2005,35.7366342955068
AO,GGXWDG_GDP,2006,18.6965618556975
AO,GGXWDG_GDP,2007,16.0655643646405
AO,GGXWDG_GDP,2008,16.64651492299
AO,GGXWDG_GDP,2009,22.7096667826384
AO,GGXWDG_GDP,2010,44.2905074773269
AO,GGXWDG_GDP,2011,33.8008682866954
AO,GGXWDG_GDP,2012,29.4866609972182
AO,GGXWDG_GDP,2013,32.8741264896889
AO,GGXWDG_GDP,2014,40.6608971975564
AO,GGXWDG_GDP,2015,64.2387405069085
AR,GGXWDG_GDP,1884,33.7711243135135
AR,GGXWDG_GDP,1885,32.6445375566667
AR,GGXWDG_GDP,1886,33.2023889062653
AR,GGXWDG_GDP,1887,36.1567689467547
AR,GGXWDG_GDP,1888,70.7768747921552
AR,GGXWDG_GDP,1889,64.3268460432073
AR,GGXWDG_GDP,1890,84.7134341746636
AR,GGXWDG_GDP,1891,90.568971693732
AR,GGXWDG_GDP,1892,105.34080563891
AR,GGXWDG_GDP,1893,106.135296641221
AR,GGXWDG_GDP,1894,102.374106793623
AR,GGXWDG_GDP,1895,83.3528133931988
AR,GGXWDG_GDP,1896,81.9632887233224
AR,GGXWDG_GDP,1897,86.23211984775
AR,GGXWDG_GDP,1898,76.0166212282597
AR,GGXWDG_GDP,1899,85.1410559121379
AR,GGXWDG_GDP,1900,64.9693875018868
AR,GGXWDG_GDP,1901,68.3333476562914
AR,GGXWDG_GDP,1902,60.6036556466258
AR,GGXWDG_GDP,1903,55.3111294982857
AR,GGXWDG_GDP,1904,48.9028327580808
AR,GGXWDG_GDP,1905,35.6192898216327
AR,GGXWDG_GDP,1906,31.5605157787546
AR,GGXWDG_GDP,1907,33.2054005444056
AR,GGXWDG_GDP,1908,29.8876303825083
AR,GGXWDG_GDP,1909,29.5097153315029
AR,GGXWDG_GDP,1910,25.6317908750623
AR,GGXWDG_GDP,1911,29.4395405977833
AR,GGXWDG_GDP,1912,26.8111268317778
AR,GGXWDG_GDP,1913,27.1762314094506
AR,GGXWDG_GDP,1915,71.8976825535636
AR,GGXWDG_GDP,1916,75.9524838012959
AR,GGXWDG_GDP,1917,95.5936293436293
AR,GGXWDG_GDP,1918,55.4627601314348
AR,GGXWDG_GDP,1919,59.3215859030837
AR,GGXWDG_GDP,1920,46.7683369644154
AR,GGXWDG_GDP,1921,53.1808622502629
AR,GGXWDG_GDP,1922,61.5878378378378
AR,GGXWDG_GDP,1923,55.9595183192416
AR,GGXWDG_GDP,1924,54.1714947856315
AR,GGXWDG_GDP,1925,56.2144798616259
AR,GGXWDG_GDP,1926,58.6143695014663
AR,GGXWDG_GDP,1927,57.7065046139996
AR,GGXWDG_GDP,1928,67.2909623619563
AR,GGXWDG_GDP,1929,70.1690450054885
AR,GGXWDG_GDP,1930,83.6563981042654
AR,GGXWDG_GDP,1931,100.650105708245
AR,GGXWDG_GDP,1932,118.221744471745
AR,GGXWDG_GDP,1933,105.335743801653
AR,GGXWDG_GDP,1934,48.3714285714286
AR,GGXWDG_GDP,1935,41.7935483870968
AR,GGXWDG_GDP,1936,44.5214285714286
AR,GGXWDG_GDP,1937,35.8201680672269
AR,GGXWDG_GDP,1938,43.5790909090909
AR,GGXWDG_GDP,1939,45.1870689655172
AR,GGXWDG_GDP,1940,46.6233333333333
AR,GGXWDG_GDP,1941,49.7767441860465
AR,GGXWDG_GDP,1942,48.5630136986301
AR,GGXWDG_GDP,1943,58.3320261437908
AR,GGXWDG_GDP,1944,57.3857142857143
AR,GGXWDG_GDP,1945,58.2518134715026
AR,GGXWDG_GDP,1946,51.2809160305344
AR,GGXWDG_GDP,1947,40.2866295264624
AR,GGXWDG_GDP,1953,35.075503875969
AR,GGXWDG_GDP,1954,37.9968965517241
AR,GGXWDG_GDP,1955,36.0073099415205
AR,GGXWDG_GDP,1956,33.6675688073395
AR,GGXWDG_GDP,1958,26.8656330749354
AR,GGXWDG_GDP,1959,19.7238731443995
AR,GGXWDG_GDP,1960,16.7515308151093
AR,GGXWDG_GDP,1961,15.4606166666667
AR,GGXWDG_GDP,1962,15.9150168350168
AR,GGXWDG_GDP,1970,12.8729
AR,GGXWDG_GDP,1971,11.5191
AR,GGXWDG_GDP,1972,9.34742
AR,GGXWDG_GDP,1973,13.3275
AR,GGXWDG_GDP,1974,13.8114
AR,GGXWDG_GDP,1975,18.35
AR,GGXWDG_GDP,1976,13.8014
AR,GGXWDG_GDP,1977,15.8392
AR,GGXWDG_GDP,1978,16.6954
AR,GGXWDG_GDP,1979,13.511
AR,GGXWDG_GDP,1980,12.5571
AR,GGXWDG_GDP,1981,21.3244
AR,GGXWDG_GDP,1982,35.9909
AR,GGXWDG_GDP,1983,46.6584
AR,GGXWDG_GDP,1984,40.4905
AR,GGXWDG_GDP,1985,60.4651
AR,GGXWDG_GDP,1986,55.7611
AR,GGXWDG_GDP,1987,72.5569
AR,GGXWDG_GDP,1988,59.7437
AR,GGXWDG_GDP,1990,55.8164
AR,GGXWDG_GDP,1991,45.6228
AR,GGXWDG_GDP,1992,38.4511
AR,GGXWDG_GDP,1993,35.9441
AR,GGXWDG_GDP,1994,28.8917
AR,GGXWDG_GDP,1995,33.6909
AR,GGXWDG_GDP,1996,35.5732
AR,GGXWDG_GDP,1997,32.6620350504167
AR,GGXWDG_GDP,1998,35.20024369626
AR,GGXWDG_GDP,1999,40.0965149830981
AR,GGXWDG_GDP,2000,42.0595725605832
AR,GGXWDG_GDP,2001,49.4355017030262
AR,GGXWDG_GDP,2002,152.111761096881
AR,GGXWDG_GDP,2003,128.561136322981
AR,GGXWDG_GDP,2004,117.116331513796
AR,GGXWDG_GDP,2005,66.9382125033265
AR,GGXWDG_GDP,2006,58.6221715344631
AR,GGXWDG_GDP,2007,50.8416972241923
AR,GGXWDG_GDP,2008,43.8529881338305
AR,GGXWDG_GDP,2009,53.8284165715329
AR,GGXWDG_GDP,2010,42.6235055943962
AR,GGXWDG_GDP,2011,38.0628683968671
AR,GGXWDG_GDP,2012,39.4338894163692
AR,GGXWDG_GDP,2013,42.195378799453
AR,GGXWDG_GDP,2014,43.5866743334442
AR,GGXWDG_GDP,2015,52.1309338338097
AT,GGXWDG_GDP,1880,69.5828979417737
AT,GGXWDG_GDP,1881,72.0648120149179
AT,GGXWDG_GDP,1882,72.6229266993057
AT,GGXWDG_GDP,1883,73.591239394972
AT,GGXWDG_GDP,1884,75.1593499302166
AT,GGXWDG_GDP,1885,79.5650398641824
AT,GGXWDG_GDP,1886,84.1478157318926
AT,GGXWDG_GDP,1887,83.1655125335592
AT,GGXWDG_GDP,1888,82.6984925171668
AT,GGXWDG_GDP,1889,85.9637678883236
AT,GGXWDG_GDP,1890,85.178601569627
AT,GGXWDG_GDP,1891,86.2046616540818
AT,GGXWDG_GDP,1892,90.2391131615575
AT,GGXWDG_GDP,1893,89.9692317906528
AT,GGXWDG_GDP,1894,87.784950985455
AT,GGXWDG_GDP,1895,83.5028342667145
AT,GGXWDG_GDP,1896,85.724944870113
AT,GGXWDG_GDP,1897,86.9347838726454
AT,GGXWDG_GDP,1898,81.5272425651039
AT,GGXWDG_GDP,1899,78.2421480719291
AT,GGXWDG_GDP,1900,81.1468543497346
AT,GGXWDG_GDP,1901,82.7557368178152
AT,GGXWDG_GDP,1902,79.162531454383
AT,GGXWDG_GDP,1903,76.2816550698699
AT,GGXWDG_GDP,1904,78.4461949636062
AT,GGXWDG_GDP,1905,69.4668247898618
AT,GGXWDG_GDP,1906,65.3866935045797
AT,GGXWDG_GDP,1907,63.8623270178773
AT,GGXWDG_GDP,1908,62.7803665240647
AT,GGXWDG_GDP,1909,60.8178145723702
AT,GGXWDG_GDP,1910,67.0728157229033
AT,GGXWDG_GDP,1911,64.6174967014084
AT,GGXWDG_GDP,1912,61.3557700071799
AT,GGXWDG_GDP,1913,63.2780420984736
AT,GGXWDG_GDP,1924,24.1047516198704
AT,GGXWDG_GDP,1925,21.1904761904762
AT,GGXWDG_GDP,1926,21.4688715953307
AT,GGXWDG_GDP,1927,21.8010801080108
AT,GGXWDG_GDP,1928,16.1318493150685
AT,GGXWDG_GDP,1929,15.4325889164599
AT,GGXWDG_GDP,1930,19.2837370242214
AT,GGXWDG_GDP,1931,21.8339768339768
AT,GGXWDG_GDP,1932,29.4890052356021
AT,GGXWDG_GDP,1933,36.450110864745
AT,GGXWDG_GDP,1934,39.1904231625835
AT,GGXWDG_GDP,1935,40.3894967177243
AT,GGXWDG_GDP,1936,36.4248927038627
AT,GGXWDG_GDP,1937,35.591649694501
AT,GGXWDG_GDP,1948,35.1573208722741
AT,GGXWDG_GDP,1949,26.4710843373494
AT,GGXWDG_GDP,1950,22.1495183044316
AT,GGXWDG_GDP,1951,15.3314037626628
AT,GGXWDG_GDP,1954,14.2668803418803
AT,GGXWDG_GDP,1955,11.9119626168224
AT,GGXWDG_GDP,1956,10.9412605042017
AT,GGXWDG_GDP,1957,8.30106060606061
AT,GGXWDG_GDP,1958,11.8009489051095
AT,GGXWDG_GDP,1960,17.6974107312137
AT,GGXWDG_GDP,1961,15.9890129175113
AT,GGXWDG_GDP,1962,15.4748724497908
AT,GGXWDG_GDP,1963,15.6330931135769
AT,GGXWDG_GDP,1964,15.1510773528515
AT,GGXWDG_GDP,1966,14.07413892188
AT,GGXWDG_GDP,1967,15.6298992455716
AT,GGXWDG_GDP,1968,16.7617543490496
AT,GGXWDG_GDP,1969,16.8024585383228
AT,GGXWDG_GDP,1970,16.165522143738
AT,GGXWDG_GDP,1971,14.4116190350665
AT,GGXWDG_GDP,1972,13.4213962635105
AT,GGXWDG_GDP,1973,13.3615108533564
AT,GGXWDG_GDP,1974,12.81269160473
AT,GGXWDG_GDP,1975,19.7470225540246
AT,GGXWDG_GDP,1976,23.8288873642682
AT,GGXWDG_GDP,1977,26.499280977503
AT,GGXWDG_GDP,1978,30.3707406064455
AT,GGXWDG_GDP,1979,32.2411254464253
AT,GGXWDG_GDP,1980,33.9746588233349
AT,GGXWDG_GDP,1981,36.0808641720718
AT,GGXWDG_GDP,1982,38.8837099430304
AT,GGXWDG_GDP,1983,43.9663236170145
AT,GGXWDG_GDP,1984,42.3496502831039
AT,GGXWDG_GDP,1985,45.3561581778088
AT,GGXWDG_GDP,1986,48.2794628881463
AT,GGXWDG_GDP,1987,54.5725997566524
AT,GGXWDG_GDP,1988,58.8843765674479
AT,GGXWDG_GDP,1989,58.9279896995295
AT,GGXWDG_GDP,1990,56.20161187525
AT,GGXWDG_GDP,1991,56.4038714979149
AT,GGXWDG_GDP,1992,56.3706926928905
AT,GGXWDG_GDP,1993,60.8955228633004
AT,GGXWDG_GDP,1994,64.1884713835598
AT,GGXWDG_GDP,1995,68.3943643339841
AT,GGXWDG_GDP,1996,68.3292282494739
AT,GGXWDG_GDP,1997,64.3537834452337
AT,GGXWDG_GDP,1998,64.7759767133567
AT,GGXWDG_GDP,1999,67.2069717655358
AT,GGXWDG_GDP,2000,66.554732084424
AT,GGXWDG_GDP,2001,67.3251371233254
AT,GGXWDG_GDP,2002,66.5909480797305
AT,GGXWDG_GDP,2003,65.7401041575737
AT,GGXWDG_GDP,2004,65.3724389015894
AT,GGXWDG_GDP,2005,68.3145118833623
AT,GGXWDG_GDP,2006,67.0441837600102
AT,GGXWDG_GDP,2007,64.8082199592062
AT,GGXWDG_GDP,2008,68.5176780089782
AT,GGXWDG_GDP,2009,79.7258308603112
AT,GGXWDG_GDP,2010,82.389797286404
AT,GGXWDG_GDP,2011,82.193134571319
AT,GGXWDG_GDP,2012,81.6244075571532
AT,GGXWDG_GDP,2013,80.7988644637933
AT,GGXWDG_GDP,2014,84.2537829233066
AT,GGXWDG_GDP,2015,86.1926755378667
AU,GGXWDG_GDP,1901,120.286396181384
AU,GGXWDG_GDP,1902,122.072072072072
AU,GGXWDG_GDP,1903,133.177570093458
AU,GGXWDG_GDP,1904,131.25
AU,GGXWDG_GDP,1905,136.486486486486
AU,GGXWDG_GDP,1906,133.820459290188
AU,GGXWDG_GDP,1907,123.191094619666
AU,GGXWDG_GDP,1908,129.664179104478
AU,GGXWDG_GDP,1909,124.607329842932
AU,GGXWDG_GDP,1910,119.582664526485
AU,GGXWDG_GDP,1911,121.783625730994
AU,GGXWDG_GDP,1912,123.433242506812
AU,GGXWDG_GDP,1913,120.074812967581
AU,GGXWDG_GDP,1917,51.2035225048924
AU,GGXWDG_GDP,1918,61.6290018832392
AU,GGXWDG_GDP,1919,60.6288209606987
AU,GGXWDG_GDP,1920,61.2051077414206
AU,GGXWDG_GDP,1921,59.0810419681621
AU,GGXWDG_GDP,1922,63.367198838897
AU,GGXWDG_GDP,1923,59.2317880794702
AU,GGXWDG_GDP,1924,58.8272785213512
AU,GGXWDG_GDP,1925,55.2845528455285
AU,GGXWDG_GDP,1926,60.4520795660036
AU,GGXWDG_GDP,1927,59.7108155002892
AU,GGXWDG_GDP,1928,62.3231742380679
AU,GGXWDG_GDP,1929,63.8434579439252
AU,GGXWDG_GDP,1930,70.2745849297573
AU,GGXWDG_GDP,1931,89.8135198135198
AU,GGXWDG_GDP,1932,98.1652892561983
AU,GGXWDG_GDP,1933,95.2927215189873
AU,GGXWDG_GDP,1934,90.1474926253687
AU,GGXWDG_GDP,1935,87.6885474860335
AU,GGXWDG_GDP,1936,80.2287166454892
AU,GGXWDG_GDP,1937,74.2574257425742
AU,GGXWDG_GDP,1938,64.3672590199246
AU,GGXWDG_GDP,1939,66.8114348543156
AU,GGXWDG_GDP,1940,63.7020202020202
AU,GGXWDG_GDP,1941,62.7738927738928
AU,GGXWDG_GDP,1942,62.0384461353624
AU,GGXWDG_GDP,1943,67.3897830650805
AU,GGXWDG_GDP,1944,78.7297762478485
AU,GGXWDG_GDP,1945,89.7325826882477
AU,GGXWDG_GDP,1946,92.4940374787053
AU,GGXWDG_GDP,1947,88.6606856776674
AU,GGXWDG_GDP,1948,74.4649052575394
AU,GGXWDG_GDP,1949,65.4024051803885
AU,GGXWDG_GDP,1950,57.0582467150422
AU,GGXWDG_GDP,1951,45.18677100251
AU,GGXWDG_GDP,1952,44.9222512728774
AU,GGXWDG_GDP,1953,41.7163998059195
AU,GGXWDG_GDP,1954,40.0177521358038
AU,GGXWDG_GDP,1955,39.0440487347704
AU,GGXWDG_GDP,1956,37.37241710716
AU,GGXWDG_GDP,1957,35.226791387222
AU,GGXWDG_GDP,1958,34.3700379703141
AU,GGXWDG_GDP,1959,34.1388174807198
AU,GGXWDG_GDP,1960,31.4739757982213
AU,GGXWDG_GDP,1961,30.310465355356
AU,GGXWDG_GDP,1962,30.4193461950697
AU,GGXWDG_GDP,1963,29.318789234881
AU,GGXWDG_GDP,1964,27.6522372995402
AU,GGXWDG_GDP,1966,41.2316397318141
AU,GGXWDG_GDP,1967,39.245824726025
AU,GGXWDG_GDP,1968,38.2114342514509
AU,GGXWDG_GDP,1969,35.7269301050708
AU,GGXWDG_GDP,1970,33.90505045318
AU,GGXWDG_GDP,1971,31.3264761197149
AU,GGXWDG_GDP,1972,29.7351694915254
AU,GGXWDG_GDP,1973,26.4661006300598
AU,GGXWDG_GDP,1974,23.0130807397384
AU,GGXWDG_GDP,1975,22.8611861572109
AU,GGXWDG_GDP,1976,22.2987270713871
AU,GGXWDG_GDP,1977,21.4884913007048
AU,GGXWDG_GDP,1978,22.3798512592963
AU,GGXWDG_GDP,1979,22.8866171871353
AU,GGXWDG_GDP,1980,21.3488102787504
AU,GGXWDG_GDP,1981,18.9446507345197
AU,GGXWDG_GDP,1982,17.3873397505072
AU,GGXWDG_GDP,1983,18.8926314950272
AU,GGXWDG_GDP,1984,20.3590518703923
AU,GGXWDG_GDP,1985,21.9956812731893
AU,GGXWDG_GDP,1986,23.4131422515429
AU,GGXWDG_GDP,1987,22.0637205056317
AU,GGXWDG_GDP,1988,24.8187007
AU,GGXWDG_GDP,1989,22.7699726
AU,GGXWDG_GDP,1990,21.5777027
AU,GGXWDG_GDP,1991,22.914084
AU,GGXWDG_GDP,1992,27.1514375
AU,GGXWDG_GDP,1993,30.3217800245365
AU,GGXWDG_GDP,1994,31.4528501453056
AU,GGXWDG_GDP,1995,30.8893517494967
AU,GGXWDG_GDP,1996,29.1138962663799
AU,GGXWDG_GDP,1997,25.7871581368043
AU,GGXWDG_GDP,1998,23.7044780946975
AU,GGXWDG_GDP,1999,22.5248307315714
AU,GGXWDG_GDP,2000,19.4584678198019
AU,GGXWDG_GDP,2001,17.0407898863993
AU,GGXWDG_GDP,2002,14.9539172267313
AU,GGXWDG_GDP,2003,13.150985945291
AU,GGXWDG_GDP,2004,11.8900167030708
AU,GGXWDG_GDP,2005,10.8932133184477
AU,GGXWDG_GDP,2006,9.96690172357924
AU,GGXWDG_GDP,2007,9.68267595882895
AU,GGXWDG_GDP,2008,11.7436487831102
AU,GGXWDG_GDP,2009,16.7465993226432
AU,GGXWDG_GDP,2010,20.4812912962656
AU,GGXWDG_GDP,2011,24.2005104541504
AU,GGXWDG_GDP,2012,27.7982376601335
AU,GGXWDG_GDP,2013,30.8291105169833
AU,GGXWDG_GDP,2014,34.3228304726287
AU,GGXWDG_GDP,2015,37.63774914205
AZ,GGXWDG_GDP,1993,19.297
AZ,GGXWDG_GDP,1994,18.1241
AZ,GGXWDG_GDP,1995,11.7686
AZ,GGXWDG_GDP,1996,11.0874
AZ,GGXWDG_GDP,1997,8.60289
AZ,GGXWDG_GDP,1998,19.0201
AZ,GGXWDG_GDP,1999,25.482
AZ,GGXWDG_GDP,2000,25.8308
AZ,GGXWDG_GDP,2001,24.3873093507516
AZ,GGXWDG_GDP,2002,23.0178120828033
AZ,GGXWDG_GDP,2003,21.8282593490716
AZ,GGXWDG_GDP,2004,19.997102060913
AZ,GGXWDG_GDP,2005,13.4984879941989
AZ,GGXWDG_GDP,2006,10.260771635833
AZ,GGXWDG_GDP,2007,8.31125373800917
AZ,GGXWDG_GDP,2008,7.29167783773712
AZ,GGXWDG_GDP,2009,12.3947661590014
AZ,GGXWDG_GDP,2010,12.5171500153067
AZ,GGXWDG_GDP,2011,11.4256937956841
AZ,GGXWDG_GDP,2012,13.9477768538658
AZ,GGXWDG_GDP,2013,12.7496713280294
AZ,GGXWDG_GDP,2014,11.1746143978927
AZ,GGXWDG_GDP,2015,28.3157868731872
BA,GGXWDG_GDP,1998,54.3973405989807
BA,GGXWDG_GDP,1999,56.0388761305085
BA,GGXWDG_GDP,2000,34.6862860267257
BA,GGXWDG_GDP,2001,35.230081461111
BA,GGXWDG_GDP,2002,31.1981836125398
BA,GGXWDG_GDP,2003,27.6351883263971
BA,GGXWDG_GDP,2004,25.4865878129998
BA,GGXWDG_GDP,2005,25.5151523692696
BA,GGXWDG_GDP,2006,21.2453204737627
BA,GGXWDG_GDP,2007,18.7092255386902
BA,GGXWDG_GDP,2008,30.8853987089158
BA,GGXWDG_GDP,2009,35.0666031404676
BA,GGXWDG_GDP,2010,42.7516517024339
BA,GGXWDG_GDP,2011,42.6466646304876
BA,GGXWDG_GDP,2012,44.2517591708935
BA,GGXWDG_GDP,2013,43.495588970596
BA,GGXWDG_GDP,2014,44.02511842562
BA,GGXWDG_GDP,2015,44.7376723260863
BB,GGXWDG_GDP,1970,16.1051
BB,GGXWDG_GDP,1971,17.1171
BB,GGXWDG_GDP,1972,16.3175
BB,GGXWDG_GDP,1973,15.8081
BB,GGXWDG_GDP,1977,34.20523
BB,GGXWDG_GDP,1978,33.52252
BB,GGXWDG_GDP,1979,31.57778
BB,GGXWDG_GDP,1980,28.50867
BB,GGXWDG_GDP,1981,35.96842
